clip_uid,condition,silence_removed_frac,duration_reduction_frac
HeStutters_8_17,clean,0.0,0.0
HeStutters_8_18,clean,0.0,0.0
HeStutters_8_20,clean,0.0,0.0
HeStutters_8_21,clean,0.0,0.0
HeStutters_8_22,clean,0.0,0.0
HeStutters_8_23,clean,0.0,0.0
HeStutters_8_24,clean,0.0,0.0
HeStutters_8_25,clean,0.0,0.0
HeStutters_8_26,clean,0.0,0.0
HeStutters_8_27,clean,0.0,0.0
HeStutters_8_28,clean,0.0,0.0
HeStutters_8_29,clean,0.0,0.0
HeStutters_8_31,clean,0.0,0.0
HeStutters_8_32,clean,0.0,0.0
HeStutters_8_33,clean,0.0,0.0
HeStutters_8_34,clean,0.0,0.0
HeStutters_8_35,clean,0.0,0.0
HeStutters_8_36,clean,0.0,0.0
HeStutters_8_37,clean,0.0,0.0
HeStutters_8_38,clean,0.0,0.0
HeStutters_8_39,clean,0.0,0.0
HeStutters_8_40,clean,0.0,0.0
HeStutters_8_42,clean,0.0,0.0
HeStutters_8_43,clean,0.0,0.0
HeStutters_8_44,clean,0.0,0.0
HeStutters_8_45,clean,0.0,0.0
HeStutters_8_46,clean,0.0,0.0
HeStutters_8_47,clean,0.0,0.0
HeStutters_8_48,clean,0.0,0.0
HeStutters_8_49,clean,0.0,0.0
HeStutters_8_51,clean,0.0,0.0
HeStutters_8_52,clean,0.0,0.0
HeStutters_8_53,clean,0.0,0.0
HeStutters_8_54,clean,0.0,0.0
HeStutters_8_55,clean,0.0,0.0
HeStutters_8_56,clean,0.0,0.0
HeStutters_8_57,clean,0.0,0.0
HeStutters_8_58,clean,0.0,0.0
HeStutters_8_59,clean,0.0,0.0
HeStutters_8_60,clean,0.0,0.0
HeStutters_8_61,clean,0.0,0.0
HeStutters_8_63,clean,0.0,0.0
HeStutters_8_65,clean,0.0,0.0
HeStutters_8_66,clean,0.0,0.0
HeStutters_8_67,clean,0.0,0.0
HeStutters_8_68,clean,0.0,0.0
HeStutters_8_70,clean,0.0,0.0
HeStutters_8_72,clean,0.0,0.0
HeStutters_8_73,clean,0.0,0.0
HeStutters_8_74,clean,0.0,0.0
HeStutters_8_75,clean,0.0,0.0
HeStutters_8_76,clean,0.0,0.0
HeStutters_8_77,clean,0.0,0.0
HeStutters_8_78,clean,0.0,0.0
HeStutters_8_81,clean,0.0,0.0
HeStutters_8_82,clean,0.0,0.0
HeStutters_8_83,clean,0.0,0.0
HeStutters_8_84,clean,0.0,0.0
HeStutters_8_85,clean,0.0,0.0
HeStutters_8_87,clean,0.0,0.0
HeStutters_8_88,clean,0.0,0.0
HeStutters_8_89,clean,0.0,0.0
HeStutters_8_91,clean,0.0,0.0
HeStutters_8_92,clean,0.0,0.0
HeStutters_8_93,clean,0.0,0.0
HeStutters_8_96,clean,0.0,0.0
HeStutters_8_98,clean,0.0,0.0
HeStutters_8_99,clean,0.0,0.0
HeStutters_8_101,clean,0.0,0.0
HeStutters_8_102,clean,0.0,0.0
HeStutters_8_103,clean,0.0,0.0
HeStutters_8_104,clean,0.0,0.0
HeStutters_8_105,clean,0.0,0.0
HeStutters_8_106,clean,0.0,0.0
HeStutters_8_107,clean,0.0,0.0
HeStutters_8_108,clean,0.0,0.0
HeStutters_8_109,clean,0.0,0.0
HeStutters_8_110,clean,0.0,0.0
HeStutters_8_111,clean,0.0,0.0
HeStutters_8_112,clean,0.0,0.0
HeStutters_8_113,clean,0.0,0.0
HeStutters_8_114,clean,0.0,0.0
HeStutters_8_115,clean,0.0,0.0
HeStutters_8_116,clean,0.0,0.0
HeStutters_8_117,clean,0.0,0.0
HeStutters_8_118,clean,0.0,0.0
HeStutters_8_119,clean,0.0,0.0
HeStutters_8_120,clean,0.0,0.0
HeStutters_8_121,clean,0.0,0.0
HeStutters_8_123,clean,0.0,0.0
HeStutters_8_124,clean,0.0,0.0
HeStutters_8_125,clean,0.0,0.0
HeStutters_8_129,clean,0.0,0.0
HeStutters_8_130,clean,0.0,0.0
HeStutters_8_131,clean,0.0,0.0
HeStutters_8_133,clean,0.0,0.0
HeStutters_8_134,clean,0.0,0.0
HeStutters_8_135,clean,0.0,0.0
HeStutters_8_136,clean,0.0,0.0
HeStutters_8_137,clean,0.0,0.0
HeStutters_8_138,clean,0.0,0.0
HeStutters_8_141,clean,0.0,0.0
HeStutters_8_142,clean,0.0,0.0
HeStutters_8_143,clean,0.0,0.0
HeStutters_8_146,clean,0.0,0.0
HeStutters_8_147,clean,0.0,0.0
HeStutters_8_148,clean,0.0,0.0
HeStutters_8_149,clean,0.0,0.0
HeStutters_8_151,clean,0.0,0.0
HeStutters_8_152,clean,0.0,0.0
HeStutters_8_153,clean,0.0,0.0
HeStutters_8_154,clean,0.0,0.0
HeStutters_8_155,clean,0.0,0.0
HeStutters_8_156,clean,0.0,0.0
HeStutters_8_157,clean,0.0,0.0
HeStutters_8_158,clean,0.0,0.0
HeStutters_8_159,clean,0.0,0.0
HeStutters_8_160,clean,0.0,0.0
HeStutters_8_161,clean,0.0,0.0
HeStutters_8_162,clean,0.0,0.0
HeStutters_8_165,clean,0.0,0.0
HeStutters_8_169,clean,0.0,0.0
HeStutters_8_170,clean,0.0,0.0
HeStutters_8_171,clean,0.0,0.0
HeStutters_8_173,clean,0.0,0.0
HeStutters_8_174,clean,0.0,0.0
HeStutters_8_175,clean,0.0,0.0
HeStutters_8_176,clean,0.0,0.0
HeStutters_8_179,clean,0.0,0.0
HeStutters_8_181,clean,0.0,0.0
HeStutters_8_182,clean,0.0,0.0
HeStutters_8_184,clean,0.0,0.0
HeStutters_8_186,clean,0.0,0.0
HeStutters_8_187,clean,0.0,0.0
HeStutters_8_188,clean,0.0,0.0
HeStutters_8_189,clean,0.0,0.0
HeStutters_8_190,clean,0.0,0.0
HeStutters_8_191,clean,0.0,0.0
HeStutters_8_192,clean,0.0,0.0
HeStutters_8_193,clean,0.0,0.0
HeStutters_8_194,clean,0.0,0.0
HeStutters_8_196,clean,0.0,0.0
HeStutters_8_198,clean,0.0,0.0
HeStutters_8_199,clean,0.0,0.0
HeStutters_8_200,clean,0.0,0.0
HeStutters_8_201,clean,0.0,0.0
HeStutters_11_1,clean,0.0,0.0
HeStutters_11_2,clean,0.0,0.0
HeStutters_11_3,clean,0.0,0.0
HeStutters_11_4,clean,0.0,0.0
HeStutters_11_5,clean,0.0,0.0
HeStutters_11_6,clean,0.0,0.0
HeStutters_11_7,clean,0.0,0.0
HeStutters_11_8,clean,0.0,0.0
HeStutters_11_9,clean,0.0,0.0
HeStutters_11_10,clean,0.0,0.0
HeStutters_11_13,clean,0.0,0.0
HeStutters_11_15,clean,0.0,0.0
HeStutters_11_16,clean,0.0,0.0
HeStutters_11_17,clean,0.0,0.0
HeStutters_11_18,clean,0.0,0.0
HeStutters_11_21,clean,0.0,0.0
HeStutters_11_23,clean,0.0,0.0
HeStutters_11_24,clean,0.0,0.0
HeStutters_11_25,clean,0.0,0.0
HeStutters_11_26,clean,0.0,0.0
HeStutters_11_27,clean,0.0,0.0
HeStutters_11_28,clean,0.0,0.0
HeStutters_11_29,clean,0.0,0.0
HeStutters_11_30,clean,0.0,0.0
HeStutters_11_31,clean,0.0,0.0
HeStutters_11_32,clean,0.0,0.0
HeStutters_11_33,clean,0.0,0.0
HeStutters_11_34,clean,0.0,0.0
HeStutters_11_35,clean,0.0,0.0
HeStutters_11_36,clean,0.0,0.0
HeStutters_11_37,clean,0.0,0.0
HeStutters_11_38,clean,0.0,0.0
HeStutters_11_42,clean,0.0,0.0
HeStutters_11_43,clean,0.0,0.0
HeStutters_11_44,clean,0.0,0.0
HeStutters_11_45,clean,0.0,0.0
HeStutters_11_46,clean,0.0,0.0
HeStutters_11_47,clean,0.0,0.0
HeStutters_11_48,clean,0.0,0.0
HeStutters_11_49,clean,0.0,0.0
HeStutters_11_50,clean,0.0,0.0
HeStutters_11_51,clean,0.0,0.0
HeStutters_11_52,clean,0.0,0.0
HeStutters_11_53,clean,0.0,0.0
HeStutters_11_54,clean,0.0,0.0
HeStutters_11_55,clean,0.0,0.0
HeStutters_11_56,clean,0.0,0.0
HeStutters_11_57,clean,0.0,0.0
HeStutters_11_58,clean,0.0,0.0
HeStutters_11_59,clean,0.0,0.0
HeStutters_11_60,clean,0.0,0.0
HeStutters_11_61,clean,0.0,0.0
HeStutters_11_63,clean,0.0,0.0
HeStutters_11_65,clean,0.0,0.0
HeStutters_11_66,clean,0.0,0.0
HeStutters_11_68,clean,0.0,0.0
HeStutters_11_69,clean,0.0,0.0
HeStutters_11_71,clean,0.0,0.0
HeStutters_11_72,clean,0.0,0.0
HeStutters_11_74,clean,0.0,0.0
HeStutters_11_75,clean,0.0,0.0
HeStutters_11_76,clean,0.0,0.0
HeStutters_11_77,clean,0.0,0.0
HeStutters_11_78,clean,0.0,0.0
HeStutters_11_79,clean,0.0,0.0
HeStutters_11_81,clean,0.0,0.0
HeStutters_11_82,clean,0.0,0.0
HeStutters_11_84,clean,0.0,0.0
HeStutters_11_85,clean,0.0,0.0
HeStutters_11_86,clean,0.0,0.0
HeStutters_11_87,clean,0.0,0.0
HeStutters_11_88,clean,0.0,0.0
HeStutters_11_89,clean,0.0,0.0
HeStutters_11_91,clean,0.0,0.0
HeStutters_11_93,clean,0.0,0.0
HeStutters_11_94,clean,0.0,0.0
HeStutters_11_95,clean,0.0,0.0
HeStutters_11_96,clean,0.0,0.0
HeStutters_11_97,clean,0.0,0.0
HeStutters_11_98,clean,0.0,0.0
HeStutters_11_99,clean,0.0,0.0
HeStutters_11_100,clean,0.0,0.0
HeStutters_11_101,clean,0.0,0.0
HeStutters_11_102,clean,0.0,0.0
HeStutters_11_103,clean,0.0,0.0
HeStutters_11_104,clean,0.0,0.0
HeStutters_11_105,clean,0.0,0.0
HeStutters_11_106,clean,0.0,0.0
HeStutters_11_107,clean,0.0,0.0
HeStutters_11_108,clean,0.0,0.0
HeStutters_11_109,clean,0.0,0.0
HeStutters_11_110,clean,0.0,0.0
HeStutters_11_112,clean,0.0,0.0
HeStutters_11_113,clean,0.0,0.0
HeStutters_11_114,clean,0.0,0.0
HeStutters_11_115,clean,0.0,0.0
HeStutters_11_116,clean,0.0,0.0
HeStutters_11_117,clean,0.0,0.0
HeStutters_11_118,clean,0.0,0.0
HeStutters_11_119,clean,0.0,0.0
HeStutters_11_120,clean,0.0,0.0
HeStutters_11_121,clean,0.0,0.0
HeStutters_11_122,clean,0.0,0.0
HeStutters_11_123,clean,0.0,0.0
HeStutters_11_124,clean,0.0,0.0
HeStutters_11_125,clean,0.0,0.0
HeStutters_11_126,clean,0.0,0.0
HeStutters_11_127,clean,0.0,0.0
HeStutters_11_128,clean,0.0,0.0
HeStutters_11_129,clean,0.0,0.0
HeStutters_11_130,clean,0.0,0.0
HeStutters_11_131,clean,0.0,0.0
HeStutters_11_132,clean,0.0,0.0
HeStutters_11_133,clean,0.0,0.0
HeStutters_11_135,clean,0.0,0.0
HeStutters_11_136,clean,0.0,0.0
HeStutters_11_137,clean,0.0,0.0
HeStutters_11_138,clean,0.0,0.0
HeStutters_11_139,clean,0.0,0.0
HeStutters_11_140,clean,0.0,0.0
HeStutters_11_141,clean,0.0,0.0
HeStutters_11_142,clean,0.0,0.0
HeStutters_11_144,clean,0.0,0.0
HeStutters_11_145,clean,0.0,0.0
HeStutters_11_146,clean,0.0,0.0
HeStutters_11_147,clean,0.0,0.0
HeStutters_11_148,clean,0.0,0.0
HeStutters_11_151,clean,0.0,0.0
HeStutters_11_152,clean,0.0,0.0
HeStutters_11_153,clean,0.0,0.0
HeStutters_11_154,clean,0.0,0.0
HeStutters_11_155,clean,0.0,0.0
HeStutters_11_156,clean,0.0,0.0
HeStutters_11_157,clean,0.0,0.0
HeStutters_11_158,clean,0.0,0.0
HeStutters_11_159,clean,0.0,0.0
HeStutters_11_160,clean,0.0,0.0
HeStutters_11_161,clean,0.0,0.0
HeStutters_11_162,clean,0.0,0.0
HeStutters_11_164,clean,0.0,0.0
HeStutters_11_165,clean,0.0,0.0
HeStutters_11_166,clean,0.0,0.0
HeStutters_11_167,clean,0.0,0.0
HeStutters_11_168,clean,0.0,0.0
HeStutters_11_169,clean,0.0,0.0
HeStutters_11_170,clean,0.0,0.0
HeStutters_11_171,clean,0.0,0.0
HeStutters_11_173,clean,0.0,0.0
HeStutters_11_175,clean,0.0,0.0
HeStutters_11_176,clean,0.0,0.0
HeStutters_11_177,clean,0.0,0.0
HeStutters_11_178,clean,0.0,0.0
HeStutters_11_179,clean,0.0,0.0
HeStutters_11_180,clean,0.0,0.0
HeStutters_11_182,clean,0.0,0.0
HeStutters_11_184,clean,0.0,0.0
HeStutters_11_185,clean,0.0,0.0
HeStutters_11_186,clean,0.0,0.0
HeStutters_11_187,clean,0.0,0.0
HeStutters_11_188,clean,0.0,0.0
HeStutters_11_189,clean,0.0,0.0
HeStutters_11_190,clean,0.0,0.0
HeStutters_11_191,clean,0.0,0.0
HeStutters_11_192,clean,0.0,0.0
HeStutters_11_193,clean,0.0,0.0
HeStutters_11_195,clean,0.0,0.0
HeStutters_11_197,clean,0.0,0.0
HeStutters_11_198,clean,0.0,0.0
HeStutters_11_199,clean,0.0,0.0
HeStutters_11_200,clean,0.0,0.0
HeStutters_11_201,clean,0.0,0.0
HeStutters_11_202,clean,0.0,0.0
HeStutters_11_203,clean,0.0,0.0
HeStutters_11_205,clean,0.0,0.0
HeStutters_11_206,clean,0.0,0.0
HeStutters_11_207,clean,0.0,0.0
HeStutters_12_0,clean,0.0,0.0
HeStutters_12_1,clean,0.0,0.0
HeStutters_12_2,clean,0.0,0.0
HeStutters_12_3,clean,0.0,0.0
HeStutters_12_5,clean,0.0,0.0
HeStutters_12_6,clean,0.0,0.0
HeStutters_12_7,clean,0.0,0.0
HeStutters_12_8,clean,0.0,0.0
HeStutters_12_9,clean,0.0,0.0
HeStutters_12_10,clean,0.0,0.0
HeStutters_12_11,clean,0.0,0.0
HeStutters_12_12,clean,0.0,0.0
HeStutters_12_13,clean,0.0,0.0
HeStutters_12_15,clean,0.0,0.0
HeStutters_12_16,clean,0.0,0.0
HeStutters_12_17,clean,0.0,0.0
HeStutters_12_19,clean,0.0,0.0
HeStutters_12_20,clean,0.0,0.0
HeStutters_12_21,clean,0.0,0.0
HeStutters_12_22,clean,0.0,0.0
HeStutters_12_23,clean,0.0,0.0
HeStutters_12_24,clean,0.0,0.0
HeStutters_12_25,clean,0.0,0.0
HeStutters_12_28,clean,0.0,0.0
HeStutters_12_29,clean,0.0,0.0
HeStutters_12_30,clean,0.0,0.0
HeStutters_12_31,clean,0.0,0.0
HeStutters_12_32,clean,0.0,0.0
HeStutters_12_33,clean,0.0,0.0
HeStutters_12_34,clean,0.0,0.0
HeStutters_12_35,clean,0.0,0.0
HeStutters_12_36,clean,0.0,0.0
HeStutters_12_37,clean,0.0,0.0
HeStutters_12_38,clean,0.0,0.0
HeStutters_12_39,clean,0.0,0.0
HeStutters_12_40,clean,0.0,0.0
HeStutters_12_41,clean,0.0,0.0
HeStutters_12_42,clean,0.0,0.0
HeStutters_12_43,clean,0.0,0.0
HeStutters_12_44,clean,0.0,0.0
HeStutters_12_46,clean,0.0,0.0
HeStutters_12_47,clean,0.0,0.0
HeStutters_12_48,clean,0.0,0.0
HeStutters_12_49,clean,0.0,0.0
HeStutters_12_50,clean,0.0,0.0
HeStutters_12_51,clean,0.0,0.0
HeStutters_12_52,clean,0.0,0.0
HeStutters_12_53,clean,0.0,0.0
HeStutters_12_54,clean,0.0,0.0
HeStutters_12_55,clean,0.0,0.0
HeStutters_12_56,clean,0.0,0.0
HeStutters_12_57,clean,0.0,0.0
HeStutters_12_58,clean,0.0,0.0
HeStutters_12_59,clean,0.0,0.0
HeStutters_12_60,clean,0.0,0.0
HeStutters_12_61,clean,0.0,0.0
HeStutters_12_62,clean,0.0,0.0
HeStutters_12_63,clean,0.0,0.0
HeStutters_12_64,clean,0.0,0.0
HeStutters_12_65,clean,0.0,0.0
HeStutters_12_66,clean,0.0,0.0
HeStutters_12_67,clean,0.0,0.0
HeStutters_12_69,clean,0.0,0.0
HeStutters_12_70,clean,0.0,0.0
HeStutters_12_71,clean,0.0,0.0
HeStutters_12_72,clean,0.0,0.0
HeStutters_12_73,clean,0.0,0.0
HeStutters_12_74,clean,0.0,0.0
HeStutters_12_75,clean,0.0,0.0
HeStutters_12_76,clean,0.0,0.0
HeStutters_12_77,clean,0.0,0.0
HeStutters_12_78,clean,0.0,0.0
HeStutters_12_80,clean,0.0,0.0
HeStutters_12_81,clean,0.0,0.0
HeStutters_12_82,clean,0.0,0.0
HeStutters_12_83,clean,0.0,0.0
HeStutters_12_84,clean,0.0,0.0
HeStutters_12_85,clean,0.0,0.0
HeStutters_12_86,clean,0.0,0.0
HeStutters_12_87,clean,0.0,0.0
HeStutters_12_88,clean,0.0,0.0
HeStutters_12_89,clean,0.0,0.0
HeStutters_12_90,clean,0.0,0.0
HeStutters_12_91,clean,0.0,0.0
HeStutters_12_92,clean,0.0,0.0
HeStutters_12_93,clean,0.0,0.0
HeStutters_12_94,clean,0.0,0.0
HeStutters_12_95,clean,0.0,0.0
HeStutters_12_96,clean,0.0,0.0
HeStutters_12_98,clean,0.0,0.0
HeStutters_12_99,clean,0.0,0.0
HeStutters_12_100,clean,0.0,0.0
HeStutters_12_103,clean,0.0,0.0
HeStutters_12_104,clean,0.0,0.0
HeStutters_12_105,clean,0.0,0.0
HeStutters_12_106,clean,0.0,0.0
HeStutters_12_107,clean,0.0,0.0
HeStutters_12_108,clean,0.0,0.0
HeStutters_12_109,clean,0.0,0.0
HeStutters_12_110,clean,0.0,0.0
HeStutters_12_111,clean,0.0,0.0
HeStutters_12_113,clean,0.0,0.0
HeStutters_12_115,clean,0.0,0.0
HeStutters_12_116,clean,0.0,0.0
HeStutters_12_117,clean,0.0,0.0
HeStutters_12_118,clean,0.0,0.0
HeStutters_12_119,clean,0.0,0.0
HeStutters_12_120,clean,0.0,0.0
HeStutters_12_121,clean,0.0,0.0
HeStutters_12_122,clean,0.0,0.0
HeStutters_12_123,clean,0.0,0.0
HeStutters_12_124,clean,0.0,0.0
HeStutters_12_126,clean,0.0,0.0
HeStutters_12_127,clean,0.0,0.0
HeStutters_12_128,clean,0.0,0.0
HeStutters_12_129,clean,0.0,0.0
HeStutters_12_131,clean,0.0,0.0
HeStutters_12_132,clean,0.0,0.0
HeStutters_12_134,clean,0.0,0.0
HeStutters_12_135,clean,0.0,0.0
HeStutters_12_136,clean,0.0,0.0
HeStutters_12_138,clean,0.0,0.0
HeStutters_12_139,clean,0.0,0.0
HeStutters_12_140,clean,0.0,0.0
HeStutters_12_142,clean,0.0,0.0
HeStutters_12_143,clean,0.0,0.0
HeStutters_12_144,clean,0.0,0.0
HeStutters_12_145,clean,0.0,0.0
HeStutters_12_146,clean,0.0,0.0
HeStutters_12_147,clean,0.0,0.0
HeStutters_12_148,clean,0.0,0.0
HeStutters_12_149,clean,0.0,0.0
HeStutters_12_150,clean,0.0,0.0
HeStutters_12_151,clean,0.0,0.0
HeStutters_12_152,clean,0.0,0.0
HeStutters_12_153,clean,0.0,0.0
HeStutters_12_154,clean,0.0,0.0
HeStutters_12_155,clean,0.0,0.0
HeStutters_12_156,clean,0.0,0.0
HeStutters_12_158,clean,0.0,0.0
